,Week,Genre,Count
32126,2017-09-23,pop,17
32125,2017-09-23,post-teen pop,15
32129,2017-09-23,rap,14
32133,2017-09-23,dance pop,14
32130,2017-09-23,pop rap,12
32150,2017-09-23,trap,12
32128,2017-09-23,hip hop,9
32162,2017-09-23,contemporary country,9
32151,2017-09-23,atl hip hop,7
32168,2017-09-23,urban contemporary,7
32148,2017-09-23,soul,6
32169,2017-09-23,r&b,6
32174,2017-09-23,modern country rock,6
32176,2017-09-23,country,6
32177,2017-09-23,country road,6
32152,2017-09-23,melodic rap,5
32154,2017-09-23,southern hip hop,5
32142,2017-09-23,rock,4
32179,2017-09-23,funk,4
32180,2017-09-23,hip pop,4
32181,2017-09-23,neo soul,4
32182,2017-09-23,quiet storm,4
32137,2017-09-23,alternative r&b,3
32145,2017-09-23,vocal jazz,3
32146,2017-09-23,lounge,3
32147,2017-09-23,adult standards,3
32160,2017-09-23,modern rock,3
32163,2017-09-23,country pop,3
32189,2017-09-23,miami hip hop,3
32217,2017-09-23,philly rap,3
32237,2017-09-23,motown,3
32132,2017-09-23,canadian pop,2
32134,2017-09-23,electropop,2
32141,2017-09-23,metal,2
32143,2017-09-23,hard rock,2
32161,2017-09-23,modern alternative rock,2
32183,2017-09-23,new jack swing,2
32190,2017-09-23,emo rap,2
32191,2017-09-23,uk pop,2
32192,2017-09-23,talent show,2
32208,2017-09-23,gangster rap,2
32216,2017-09-23,classify,2
32236,2017-09-23,post-disco,2
32238,2017-09-23,disco,2
32252,2017-09-23,classic soul,2
32127,2017-09-23,duranguense,1
32131,2017-09-23,canadian contemporary r&b,1
32135,2017-09-23,conscious hip hop,1
32136,2017-09-23,dmv rap,1
32138,2017-09-23,fake,1
32139,2017-09-23,ccm,1
32140,2017-09-23,album rock,1
32144,2017-09-23,birmingham metal,1
32149,2017-09-23,viral pop,1
32153,2017-09-23,social media pop,1
32155,2017-09-23,pop emo,1
32156,2017-09-23,pixie,1
32157,2017-09-23,pop punk,1
32158,2017-09-23,easy listening,1
32159,2017-09-23,indie rock,1
32164,2017-09-23,latin jazz,1
32165,2017-09-23,salsa,1
32166,2017-09-23,salsa puertorriquena,1
32167,2017-09-23,tropical,1
32170,2017-09-23,christian trap,1
32171,2017-09-23,christian hip hop,1
32172,2017-09-23,canadian ccm,1
32173,2017-09-23,pop rock,1
32175,2017-09-23,country rock,1
32178,2017-09-23,plugg,1
32184,2017-09-23,doo-wop,1
32185,2017-09-23,outsider,1
32186,2017-09-23,gospel reggae,1
32187,2017-09-23,deep ragga,1
32188,2017-09-23,old school dancehall,1
32193,2017-09-23,europop,1
32194,2017-09-23,pittsburgh rap,1
32195,2017-09-23,g-house,1
32196,2017-09-23,florida rap,1
32197,2017-09-23,texas latin rap,1
32198,2017-09-23,irish country,1
32199,2017-09-23,speed metal,1
32200,2017-09-23,thrash metal,1
32201,2017-09-23,groove metal,1
32202,2017-09-23,crossover thrash,1
32203,2017-09-23,old school thrash,1
32204,2017-09-23,death metal,1
32205,2017-09-23,british blues,1
32206,2017-09-23,merseybeat,1
32207,2017-09-23,british invasion,1
32209,2017-09-23,trap soul,1
32210,2017-09-23,hamburg indie,1
32211,2017-09-23,liedermacher,1
32212,2017-09-23,german rock,1
32213,2017-09-23,german pop,1
32214,2017-09-23,german indie,1
32215,2017-09-23,trinibad,1
32218,2017-09-23,screamo,1
32219,2017-09-23,skramz,1
32220,2017-09-23,west coast rap,1
32221,2017-09-23,chicano rap,1
32222,2017-09-23,new orleans rap,1
32223,2017-09-23,permanent wave,1
32224,2017-09-23,pinoy hip hop,1
32225,2017-09-23,tagalog rap,1
32226,2017-09-23,jazz trumpet,1
32227,2017-09-23,smooth jazz,1
32228,2017-09-23,song poem,1
32229,2017-09-23,acoustic guitar cover,1
32230,2017-09-23,reggaeton,1
32231,2017-09-23,latin hip hop,1
32232,2017-09-23,neo-traditional country,1
32233,2017-09-23,texas country,1
32234,2017-09-23,classic uk pop,1
32235,2017-09-23,new wave pop,1
32239,2017-09-23,etherpop,1
32240,2017-09-23,indie poptimism,1
32241,2017-09-23,chicago rap,1
32242,2017-09-23,detroit trap,1
32243,2017-09-23,modern blues rock,1
32244,2017-09-23,stomp and holler,1
32245,2017-09-23,indie folk,1
32246,2017-09-23,tropical house,1
32247,2017-09-23,electro house,1
32248,2017-09-23,edm,1
32249,2017-09-23,moombahton,1
32250,2017-09-23,pop dance,1
32251,2017-09-23,memphis soul,1
32253,2017-09-23,brill building pop,1
32254,2017-09-23,alt z,1
32255,2017-09-23,industrial hip hop,1
32256,2017-09-23,abstract hip hop,1
32257,2017-09-23,electro,1
32258,2017-09-23,swedish soul,1
32259,2017-09-23,swedish pop,1
32260,2017-09-23,girl group,1
32261,2017-09-23,pop r&b,1
32262,2017-09-23,arkansas country,1
32263,2017-09-23,redneck,1
32264,2017-09-23,east coast hip hop,1
32265,2017-09-23,ska,1
32266,2017-09-23,ska punk,1
32267,2017-09-23,funk rock,1
32268,2017-09-23,funk metal,1
31988,2017-09-30,pop,16
31987,2017-09-30,post-teen pop,14
31990,2017-09-30,rap,13
31994,2017-09-30,dance pop,13
32015,2017-09-30,trap,12
31991,2017-09-30,pop rap,10
32029,2017-09-30,contemporary country,9
31989,2017-09-30,hip hop,8
32013,2017-09-30,atl hip hop,6
32046,2017-09-30,country,6
32047,2017-09-30,country road,6
32005,2017-09-30,soul,5
32017,2017-09-30,southern hip hop,5
32039,2017-09-30,urban contemporary,5
32044,2017-09-30,modern country rock,5
32004,2017-09-30,adult standards,4
32009,2017-09-30,rock,4
32014,2017-09-30,melodic rap,4
32034,2017-09-30,r&b,4
32053,2017-09-30,miami hip hop,4
31998,2017-09-30,alternative r&b,3
32000,2017-09-30,uk pop,3
32002,2017-09-30,vocal jazz,3
32003,2017-09-30,lounge,3
32019,2017-09-30,modern rock,3
32030,2017-09-30,country pop,3
32035,2017-09-30,funk,3
32038,2017-09-30,quiet storm,3
32054,2017-09-30,emo rap,3
31992,2017-09-30,canadian contemporary r&b,2
31993,2017-09-30,canadian pop,2
31995,2017-09-30,electropop,2
32008,2017-09-30,metal,2
32010,2017-09-30,hard rock,2
32020,2017-09-30,modern alternative rock,2
32036,2017-09-30,hip pop,2
32037,2017-09-30,neo soul,2
32045,2017-09-30,country rock,2
32055,2017-09-30,talent show,2
32056,2017-09-30,modern blues rock,2
32073,2017-09-30,gangster rap,2
32084,2017-09-30,classify,2
32086,2017-09-30,philly rap,2
32097,2017-09-30,post-disco,2
32098,2017-09-30,motown,2
32099,2017-09-30,disco,2
31996,2017-09-30,conscious hip hop,1
31997,2017-09-30,dmv rap,1
31999,2017-09-30,duranguense,1
32001,2017-09-30,fake,1
32006,2017-09-30,ccm,1
32007,2017-09-30,album rock,1
32011,2017-09-30,birmingham metal,1
32012,2017-09-30,viral pop,1
32016,2017-09-30,social media pop,1
32018,2017-09-30,indie rock,1
32021,2017-09-30,pop emo,1
32022,2017-09-30,pixie,1
32023,2017-09-30,pop punk,1
32024,2017-09-30,easy listening,1
32025,2017-09-30,latin jazz,1
32026,2017-09-30,salsa,1
32027,2017-09-30,salsa puertorriquena,1
32028,2017-09-30,tropical,1
32031,2017-09-30,canadian ccm,1
32032,2017-09-30,plugg,1
32033,2017-09-30,pop rock,1
32040,2017-09-30,new jack swing,1
32041,2017-09-30,christian trap,1
32042,2017-09-30,christian hip hop,1
32043,2017-09-30,outsider,1
32048,2017-09-30,gospel reggae,1
32049,2017-09-30,deep ragga,1
32050,2017-09-30,old school dancehall,1
32051,2017-09-30,g-house,1
32052,2017-09-30,doo-wop,1
32057,2017-09-30,europop,1
32058,2017-09-30,pittsburgh rap,1
32059,2017-09-30,speed metal,1
32060,2017-09-30,thrash metal,1
32061,2017-09-30,groove metal,1
32062,2017-09-30,crossover thrash,1
32063,2017-09-30,old school thrash,1
32064,2017-09-30,death metal,1
32065,2017-09-30,british blues,1
32066,2017-09-30,merseybeat,1
32067,2017-09-30,british invasion,1
32068,2017-09-30,hamburg indie,1
32069,2017-09-30,liedermacher,1
32070,2017-09-30,german rock,1
32071,2017-09-30,german pop,1
32072,2017-09-30,german indie,1
32074,2017-09-30,west coast rap,1
32075,2017-09-30,chicano rap,1
32076,2017-09-30,texas latin rap,1
32077,2017-09-30,irish country,1
32078,2017-09-30,florida rap,1
32079,2017-09-30,trinibad,1
32080,2017-09-30,trap soul,1
32081,2017-09-30,screamo,1
32082,2017-09-30,skramz,1
32083,2017-09-30,acoustic guitar cover,1
32085,2017-09-30,permanent wave,1
32087,2017-09-30,pinoy hip hop,1
32088,2017-09-30,tagalog rap,1
32089,2017-09-30,etherpop,1
32090,2017-09-30,indie poptimism,1
32091,2017-09-30,new orleans rap,1
32092,2017-09-30,reggaeton,1
32093,2017-09-30,latin hip hop,1
32094,2017-09-30,song poem,1
32095,2017-09-30,classic uk pop,1
32096,2017-09-30,new wave pop,1
32100,2017-09-30,vapor trap,1
32101,2017-09-30,jazz trumpet,1
32102,2017-09-30,smooth jazz,1
32103,2017-09-30,neo-traditional country,1
32104,2017-09-30,texas country,1
32105,2017-09-30,soca,1
32106,2017-09-30,dancehall,1
32107,2017-09-30,reggae fusion,1
32108,2017-09-30,classic soul,1
32109,2017-09-30,electro,1
32110,2017-09-30,industrial hip hop,1
32111,2017-09-30,abstract hip hop,1
32112,2017-09-30,tropical house,1
32113,2017-09-30,electro house,1
32114,2017-09-30,edm,1
32115,2017-09-30,moombahton,1
32116,2017-09-30,pop dance,1
32117,2017-09-30,stomp and holler,1
32118,2017-09-30,indie folk,1
32119,2017-09-30,chicago rap,1
32120,2017-09-30,detroit trap,1
32121,2017-09-30,mellow gold,1
32122,2017-09-30,folk rock,1
32123,2017-09-30,soft rock,1
32124,2017-09-30,folk,1
31849,2017-10-07,pop,19
31848,2017-10-07,post-teen pop,17
31855,2017-10-07,dance pop,16
31851,2017-10-07,rap,12
31877,2017-10-07,trap,11
31852,2017-10-07,pop rap,10
31850,2017-10-07,hip hop,8
31892,2017-10-07,contemporary country,8
31875,2017-10-07,atl hip hop,6
31864,2017-10-07,soul,5
31879,2017-10-07,southern hip hop,5
31898,2017-10-07,urban contemporary,5
31910,2017-10-07,modern country rock,5
31912,2017-10-07,country,5
31913,2017-10-07,country road,5
31867,2017-10-07,rock,4
31881,2017-10-07,uk pop,4
31891,2017-10-07,r&b,4
31927,2017-10-07,miami hip hop,4
31856,2017-10-07,electropop,3
31859,2017-10-07,alternative r&b,3
31861,2017-10-07,vocal jazz,3
31862,2017-10-07,lounge,3
31863,2017-10-07,adult standards,3
31872,2017-10-07,modern rock,3
31876,2017-10-07,melodic rap,3
31893,2017-10-07,country pop,3
31894,2017-10-07,funk,3
31897,2017-10-07,quiet storm,3
31909,2017-10-07,talent show,3
31928,2017-10-07,emo rap,3
31853,2017-10-07,canadian contemporary r&b,2
31854,2017-10-07,canadian pop,2
31866,2017-10-07,metal,2
31868,2017-10-07,hard rock,2
31873,2017-10-07,modern alternative rock,2
31884,2017-10-07,pop punk,2
31895,2017-10-07,hip pop,2
31896,2017-10-07,neo soul,2
31932,2017-10-07,gangster rap,2
31946,2017-10-07,modern blues rock,2
31959,2017-10-07,post-disco,2
31960,2017-10-07,motown,2
31961,2017-10-07,disco,2
31846,2017-10-07,greek trap,1
31847,2017-10-07,greek hip hop,1
31857,2017-10-07,conscious hip hop,1
31858,2017-10-07,dmv rap,1
31860,2017-10-07,duranguense,1
31865,2017-10-07,album rock,1
31869,2017-10-07,birmingham metal,1
31870,2017-10-07,ccm,1
31871,2017-10-07,indie rock,1
31874,2017-10-07,fake,1
31878,2017-10-07,social media pop,1
31880,2017-10-07,viral pop,1
31882,2017-10-07,pop emo,1
31883,2017-10-07,pixie,1
31885,2017-10-07,latin jazz,1
31886,2017-10-07,salsa,1
31887,2017-10-07,salsa puertorriquena,1
31888,2017-10-07,tropical,1
31889,2017-10-07,easy listening,1
31890,2017-10-07,pop rock,1
31899,2017-10-07,new jack swing,1
31900,2017-10-07,canadian ccm,1
31901,2017-10-07,g-house,1
31902,2017-10-07,plugg,1
31903,2017-10-07,gospel reggae,1
31904,2017-10-07,deep ragga,1
31905,2017-10-07,old school dancehall,1
31906,2017-10-07,outsider,1
31907,2017-10-07,christian trap,1
31908,2017-10-07,christian hip hop,1
31911,2017-10-07,country rock,1
31914,2017-10-07,doo-wop,1
31915,2017-10-07,speed metal,1
31916,2017-10-07,thrash metal,1
31917,2017-10-07,groove metal,1
31918,2017-10-07,crossover thrash,1
31919,2017-10-07,old school thrash,1
31920,2017-10-07,death metal,1
31921,2017-10-07,europop,1
31922,2017-10-07,hamburg indie,1
31923,2017-10-07,liedermacher,1
31924,2017-10-07,german rock,1
31925,2017-10-07,german pop,1
31926,2017-10-07,german indie,1
31929,2017-10-07,british blues,1
31930,2017-10-07,merseybeat,1
31931,2017-10-07,british invasion,1
31933,2017-10-07,west coast rap,1
31934,2017-10-07,chicano rap,1
31935,2017-10-07,pittsburgh rap,1
31936,2017-10-07,florida rap,1
31937,2017-10-07,trinibad,1
31938,2017-10-07,screamo,1
31939,2017-10-07,skramz,1
31940,2017-10-07,texas latin rap,1
31941,2017-10-07,irish country,1
31942,2017-10-07,trap soul,1
31943,2017-10-07,etherpop,1
31944,2017-10-07,indie poptimism,1
31945,2017-10-07,permanent wave,1
31947,2017-10-07,acoustic guitar cover,1
31948,2017-10-07,classify,1
31949,2017-10-07,livetronica,1
31950,2017-10-07,jam band,1
31951,2017-10-07,philly rap,1
31952,2017-10-07,reggaeton,1
31953,2017-10-07,latin hip hop,1
31954,2017-10-07,vapor trap,1
31955,2017-10-07,pinoy hip hop,1
31956,2017-10-07,tagalog rap,1
31957,2017-10-07,classic uk pop,1
31958,2017-10-07,new wave pop,1
31962,2017-10-07,new orleans rap,1
31963,2017-10-07,song poem,1
31964,2017-10-07,classic soul,1
31965,2017-10-07,electro,1
31966,2017-10-07,industrial hip hop,1
31967,2017-10-07,abstract hip hop,1
31968,2017-10-07,girl group,1
31969,2017-10-07,tropical house,1
31970,2017-10-07,electro house,1
31971,2017-10-07,edm,1
31972,2017-10-07,moombahton,1
31973,2017-10-07,pop dance,1
31974,2017-10-07,emo,1
31975,2017-10-07,chicago rap,1
31976,2017-10-07,detroit trap,1
31977,2017-10-07,art pop,1
31978,2017-10-07,nz pop,1
31979,2017-10-07,metropopolis,1
31980,2017-10-07,neo-traditional country,1
31981,2017-10-07,texas country,1
31982,2017-10-07,soca,1
31983,2017-10-07,dancehall,1
31984,2017-10-07,reggae fusion,1
31985,2017-10-07,stomp and holler,1
31986,2017-10-07,indie folk,1
31708,2017-10-14,pop,18
31707,2017-10-14,post-teen pop,16
31714,2017-10-14,dance pop,15
31710,2017-10-14,rap,13
31735,2017-10-14,trap,10
31711,2017-10-14,pop rap,9
31753,2017-10-14,contemporary country,9
31709,2017-10-14,hip hop,8
31723,2017-10-14,soul,6
31769,2017-10-14,country,6
31771,2017-10-14,country road,6
31733,2017-10-14,atl hip hop,5
31734,2017-10-14,melodic rap,5
31759,2017-10-14,urban contemporary,5
31770,2017-10-14,modern country rock,5
31720,2017-10-14,vocal jazz,4
31721,2017-10-14,lounge,4
31722,2017-10-14,adult standards,4
31727,2017-10-14,rock,4
31737,2017-10-14,southern hip hop,4
31738,2017-10-14,uk pop,4
31746,2017-10-14,r&b,4
31718,2017-10-14,alternative r&b,3
31725,2017-10-14,modern rock,3
31754,2017-10-14,country pop,3
31755,2017-10-14,funk,3
31758,2017-10-14,quiet storm,3
31765,2017-10-14,talent show,3
31797,2017-10-14,miami hip hop,3
31813,2017-10-14,motown,3
31713,2017-10-14,canadian pop,2
31715,2017-10-14,electropop,2
31726,2017-10-14,modern alternative rock,2
31729,2017-10-14,metal,2
31730,2017-10-14,hard rock,2
31744,2017-10-14,pop punk,2
31751,2017-10-14,easy listening,2
31756,2017-10-14,hip pop,2
31757,2017-10-14,neo soul,2
31792,2017-10-14,gangster rap,2
31796,2017-10-14,emo rap,2
31808,2017-10-14,dfw rap,2
31811,2017-10-14,modern blues rock,2
31812,2017-10-14,post-disco,2
31814,2017-10-14,disco,2
31705,2017-10-14,greek trap,1
31706,2017-10-14,greek hip hop,1
31712,2017-10-14,canadian contemporary r&b,1
31716,2017-10-14,conscious hip hop,1
31717,2017-10-14,dmv rap,1
31719,2017-10-14,duranguense,1
31724,2017-10-14,indie rock,1
31728,2017-10-14,album rock,1
31731,2017-10-14,birmingham metal,1
31732,2017-10-14,ccm,1
31736,2017-10-14,social media pop,1
31739,2017-10-14,viral pop,1
31740,2017-10-14,g-house,1
31741,2017-10-14,fake,1
31742,2017-10-14,pop emo,1
31743,2017-10-14,pixie,1
31745,2017-10-14,pop rock,1
31747,2017-10-14,latin jazz,1
31748,2017-10-14,salsa,1
31749,2017-10-14,salsa puertorriquena,1
31750,2017-10-14,tropical,1
31752,2017-10-14,canadian ccm,1
31760,2017-10-14,new jack swing,1
31761,2017-10-14,gospel reggae,1
31762,2017-10-14,deep ragga,1
31763,2017-10-14,old school dancehall,1
31764,2017-10-14,plugg,1
31766,2017-10-14,christian trap,1
31767,2017-10-14,christian hip hop,1
31768,2017-10-14,outsider,1
31772,2017-10-14,speed metal,1
31773,2017-10-14,thrash metal,1
31774,2017-10-14,groove metal,1
31775,2017-10-14,crossover thrash,1
31776,2017-10-14,old school thrash,1
31777,2017-10-14,death metal,1
31778,2017-10-14,europop,1
31779,2017-10-14,country rock,1
31780,2017-10-14,acoustic guitar cover,1
31781,2017-10-14,classify,1
31782,2017-10-14,hamburg indie,1
31783,2017-10-14,liedermacher,1
31784,2017-10-14,german rock,1
31785,2017-10-14,german pop,1
31786,2017-10-14,german indie,1
31787,2017-10-14,british blues,1
31788,2017-10-14,merseybeat,1
31789,2017-10-14,british invasion,1
31790,2017-10-14,doo-wop,1
31791,2017-10-14,permanent wave,1
31793,2017-10-14,west coast rap,1
31794,2017-10-14,chicano rap,1
31795,2017-10-14,vapor trap,1
31798,2017-10-14,screamo,1
31799,2017-10-14,skramz,1
31800,2017-10-14,trinibad,1
31801,2017-10-14,etherpop,1
31802,2017-10-14,indie poptimism,1
31803,2017-10-14,emo,1
31804,2017-10-14,pittsburgh rap,1
31805,2017-10-14,texas latin rap,1
31806,2017-10-14,irish country,1
31807,2017-10-14,florida rap,1
31809,2017-10-14,trap soul,1
31810,2017-10-14,girl group,1
31815,2017-10-14,classic uk pop,1
31816,2017-10-14,new wave pop,1
31817,2017-10-14,reggaeton,1
31818,2017-10-14,latin hip hop,1
31819,2017-10-14,pinoy hip hop,1
31820,2017-10-14,tagalog rap,1
31821,2017-10-14,soca,1
31822,2017-10-14,dancehall,1
31823,2017-10-14,reggae fusion,1
31824,2017-10-14,philly rap,1
31825,2017-10-14,tropical house,1
31826,2017-10-14,electro house,1
31827,2017-10-14,edm,1
31828,2017-10-14,moombahton,1
31829,2017-10-14,pop dance,1
31830,2017-10-14,classic soul,1
31831,2017-10-14,electro,1
31832,2017-10-14,new orleans rap,1
31833,2017-10-14,chicago rap,1
31834,2017-10-14,detroit trap,1
31835,2017-10-14,song poem,1
31836,2017-10-14,industrial hip hop,1
31837,2017-10-14,abstract hip hop,1
31838,2017-10-14,livetronica,1
31839,2017-10-14,jam band,1
31840,2017-10-14,swing,1
31841,2017-10-14,rock-and-roll,1
31842,2017-10-14,brill building pop,1
31843,2017-10-14,rockabilly,1
31844,2017-10-14,stomp and holler,1
31845,2017-10-14,indie folk,1
31568,2017-10-21,pop,19
31570,2017-10-21,post-teen pop,17
31569,2017-10-21,dance pop,16
31564,2017-10-21,rap,13
31565,2017-10-21,pop rap,11
31592,2017-10-21,trap,10
31613,2017-10-21,contemporary country,9
31563,2017-10-21,hip hop,7
31584,2017-10-21,soul,6
31590,2017-10-21,atl hip hop,6
31591,2017-10-21,melodic rap,6
31608,2017-10-21,urban contemporary,6
31634,2017-10-21,country,6
31636,2017-10-21,country road,6
31583,2017-10-21,adult standards,5
31598,2017-10-21,r&b,5
31635,2017-10-21,modern country rock,5
31581,2017-10-21,vocal jazz,4
31582,2017-10-21,lounge,4
31589,2017-10-21,uk pop,4
31594,2017-10-21,southern hip hop,4
31614,2017-10-21,country pop,4
31622,2017-10-21,talent show,4
31574,2017-10-21,alternative r&b,3
31578,2017-10-21,rock,3
31604,2017-10-21,funk,3
31605,2017-10-21,hip pop,3
31606,2017-10-21,neo soul,3
31607,2017-10-21,quiet storm,3
31644,2017-10-21,miami hip hop,3
31669,2017-10-21,motown,3
31567,2017-10-21,canadian pop,2
31571,2017-10-21,electropop,2
31576,2017-10-21,modern rock,2
31586,2017-10-21,metal,2
31587,2017-10-21,hard rock,2
31593,2017-10-21,social media pop,2
31601,2017-10-21,pop punk,2
31603,2017-10-21,easy listening,2
31623,2017-10-21,europop,2
31624,2017-10-21,dfw rap,2
31643,2017-10-21,emo rap,2
31645,2017-10-21,gangster rap,2
31668,2017-10-21,post-disco,2
31670,2017-10-21,disco,2
31557,2017-10-21,greek trap,1
31558,2017-10-21,greek hip hop,1
31559,2017-10-21,latin jazz,1
31560,2017-10-21,salsa,1
31561,2017-10-21,salsa puertorriquena,1
31562,2017-10-21,tropical,1
31566,2017-10-21,canadian contemporary r&b,1
31572,2017-10-21,conscious hip hop,1
31573,2017-10-21,dmv rap,1
31575,2017-10-21,indie rock,1
31577,2017-10-21,modern alternative rock,1
31579,2017-10-21,g-house,1
31580,2017-10-21,duranguense,1
31585,2017-10-21,album rock,1
31588,2017-10-21,birmingham metal,1
31595,2017-10-21,ccm,1
31596,2017-10-21,viral pop,1
31597,2017-10-21,pop rock,1
31599,2017-10-21,pop emo,1
31600,2017-10-21,pixie,1
31602,2017-10-21,fake,1
31609,2017-10-21,new jack swing,1
31610,2017-10-21,canadian ccm,1
31611,2017-10-21,acoustic guitar cover,1
31612,2017-10-21,classify,1
31615,2017-10-21,gospel reggae,1
31616,2017-10-21,deep ragga,1
31617,2017-10-21,old school dancehall,1
31618,2017-10-21,emo,1
31619,2017-10-21,christian trap,1
31620,2017-10-21,christian hip hop,1
31621,2017-10-21,plugg,1
31625,2017-10-21,speed metal,1
31626,2017-10-21,thrash metal,1
31627,2017-10-21,groove metal,1
31628,2017-10-21,crossover thrash,1
31629,2017-10-21,old school thrash,1
31630,2017-10-21,death metal,1
31631,2017-10-21,british blues,1
31632,2017-10-21,merseybeat,1
31633,2017-10-21,british invasion,1
31637,2017-10-21,hamburg indie,1
31638,2017-10-21,liedermacher,1
31639,2017-10-21,german rock,1
31640,2017-10-21,german pop,1
31641,2017-10-21,german indie,1
31642,2017-10-21,vapor trap,1
31646,2017-10-21,west coast rap,1
31647,2017-10-21,chicano rap,1
31648,2017-10-21,etherpop,1
31649,2017-10-21,indie poptimism,1
31650,2017-10-21,screamo,1
31651,2017-10-21,skramz,1
31652,2017-10-21,trinibad,1
31653,2017-10-21,outsider,1
31654,2017-10-21,permanent wave,1
31655,2017-10-21,texas latin rap,1
31656,2017-10-21,irish country,1
31657,2017-10-21,pittsburgh rap,1
31658,2017-10-21,soca,1
31659,2017-10-21,dancehall,1
31660,2017-10-21,reggae fusion,1
31661,2017-10-21,florida rap,1
31662,2017-10-21,trap soul,1
31663,2017-10-21,classic uk pop,1
31664,2017-10-21,new wave pop,1
31665,2017-10-21,trap queen,1
31666,2017-10-21,viral rap,1
31667,2017-10-21,modern blues rock,1
31671,2017-10-21,reggaeton,1
31672,2017-10-21,latin hip hop,1
31673,2017-10-21,pinoy hip hop,1
31674,2017-10-21,tagalog rap,1
31675,2017-10-21,classic soul,1
31676,2017-10-21,electro,1
31677,2017-10-21,philly rap,1
31678,2017-10-21,tropical house,1
31679,2017-10-21,electro house,1
31680,2017-10-21,edm,1
31681,2017-10-21,moombahton,1
31682,2017-10-21,pop dance,1
31683,2017-10-21,alternative metal,1
31684,2017-10-21,christian music,1
31685,2017-10-21,christian alternative rock,1
31686,2017-10-21,christian rock,1
31687,2017-10-21,baton rouge rap,1
31688,2017-10-21,deep southern trap,1
31689,2017-10-21,girl group,1
31690,2017-10-21,chicago rap,1
31691,2017-10-21,detroit trap,1
31692,2017-10-21,industrial hip hop,1
31693,2017-10-21,abstract hip hop,1
31694,2017-10-21,mellow gold,1
31695,2017-10-21,country rock,1
31696,2017-10-21,folk rock,1
31697,2017-10-21,soft rock,1
31698,2017-10-21,folk,1
31699,2017-10-21,pop r&b,1
31700,2017-10-21,swing,1
31701,2017-10-21,rock-and-roll,1
31702,2017-10-21,brill building pop,1
31703,2017-10-21,rockabilly,1
31704,2017-10-21,song poem,1
31414,2017-10-28,pop,20
31415,2017-10-28,dance pop,18
31416,2017-10-28,post-teen pop,18
31410,2017-10-28,rap,13
31411,2017-10-28,pop rap,11
31441,2017-10-28,trap,10
31474,2017-10-28,contemporary country,9
31409,2017-10-28,hip hop,7
31443,2017-10-28,melodic rap,7
31434,2017-10-28,soul,6
31442,2017-10-28,atl hip hop,6
31458,2017-10-28,urban contemporary,6
31498,2017-10-28,country,6
31500,2017-10-28,country road,6
31433,2017-10-28,adult standards,5
31445,2017-10-28,southern hip hop,5
31447,2017-10-28,r&b,5
31499,2017-10-28,modern country rock,5
31429,2017-10-28,uk pop,4
31431,2017-10-28,vocal jazz,4
31432,2017-10-28,lounge,4
31475,2017-10-28,country pop,4
31485,2017-10-28,talent show,4
31417,2017-10-28,electropop,3
31420,2017-10-28,alternative r&b,3
31424,2017-10-28,rock,3
31454,2017-10-28,funk,3
31455,2017-10-28,hip pop,3
31456,2017-10-28,neo soul,3
31457,2017-10-28,quiet storm,3
31468,2017-10-28,miami hip hop,3
31525,2017-10-28,motown,3
31413,2017-10-28,canadian pop,2
31422,2017-10-28,modern rock,2
31438,2017-10-28,metal,2
31439,2017-10-28,hard rock,2
31450,2017-10-28,pop punk,2
31451,2017-10-28,viral pop,2
31464,2017-10-28,easy listening,2
31465,2017-10-28,dfw rap,2
31466,2017-10-28,vapor trap,2
31467,2017-10-28,emo rap,2
31486,2017-10-28,europop,2
31495,2017-10-28,gangster rap,2
31521,2017-10-28,folk,2
31524,2017-10-28,post-disco,2
31526,2017-10-28,disco,2
31531,2017-10-28,edm,2
31532,2017-10-28,pop dance,2
31407,2017-10-28,greek trap,1
31408,2017-10-28,greek hip hop,1
31412,2017-10-28,canadian contemporary r&b,1
31418,2017-10-28,conscious hip hop,1
31419,2017-10-28,dmv rap,1
31421,2017-10-28,indie rock,1
31423,2017-10-28,modern alternative rock,1
31425,2017-10-28,latin jazz,1
31426,2017-10-28,salsa,1
31427,2017-10-28,salsa puertorriquena,1
31428,2017-10-28,tropical,1
31430,2017-10-28,g-house,1
31435,2017-10-28,duranguense,1
31436,2017-10-28,ccm,1
31437,2017-10-28,album rock,1
31440,2017-10-28,birmingham metal,1
31444,2017-10-28,social media pop,1
31446,2017-10-28,pop rock,1
31448,2017-10-28,pop emo,1
31449,2017-10-28,pixie,1
31452,2017-10-28,orquesta tropical,1
31453,2017-10-28,emo,1
31459,2017-10-28,new jack swing,1
31460,2017-10-28,fake,1
31461,2017-10-28,acoustic guitar cover,1
31462,2017-10-28,classify,1
31463,2017-10-28,canadian ccm,1
31469,2017-10-28,gospel reggae,1
31470,2017-10-28,deep ragga,1
31471,2017-10-28,old school dancehall,1
31472,2017-10-28,christian trap,1
31473,2017-10-28,christian hip hop,1
31476,2017-10-28,speed metal,1
31477,2017-10-28,thrash metal,1
31478,2017-10-28,groove metal,1
31479,2017-10-28,crossover thrash,1
31480,2017-10-28,old school thrash,1
31481,2017-10-28,death metal,1
31482,2017-10-28,etherpop,1
31483,2017-10-28,indie poptimism,1
31484,2017-10-28,plugg,1
31487,2017-10-28,british blues,1
31488,2017-10-28,merseybeat,1
31489,2017-10-28,british invasion,1
31490,2017-10-28,hamburg indie,1
